flex1,flex2,flex3,flex4,flex5,gyroRotX,gyroRotY,gyroRotZ,gyroAccX,gyroAccY,gyroAccZ,Alphabet
158,29,70,68,54,-0.91,9.04,-4.29,-0.09,-0.02,-0.01,N
158,29,70,68,55,-1.17,8.89,-4.85,-0.07,0.01,0,N
158,29,70,68,55,-1.04,8.99,-4.27,-0.11,0,0.01,N
158,29,70,68,54,-0.76,9.1,-4.55,-0.08,0.03,0.03,N
158,29,70,68,54,-0.77,8.92,-4.67,-0.06,0,0,N
158,29,70,68,54,-1.02,8.89,-4.73,-0.07,-0.03,0,N
158,29,69,68,55,-1.2,8.9,-4.71,-0.11,0,0.01,N
158,29,70,68,54,-0.99,8.92,-4.6,-0.12,0.03,0.02,N
158,29,70,68,55,-0.94,9.02,-4.53,-0.11,0.02,0.03,N
157,29,70,68,54,-0.9,8.94,-4.75,-0.1,0.04,0.01,N
158,29,70,68,55,-0.85,8.94,-4.59,-0.12,0,0.03,N
158,29,70,68,55,-0.89,8.95,-4.48,-0.11,0,0.02,N
158,29,69,68,54,-0.87,8.94,-4.65,-0.09,0,0.02,N
158,29,70,68,54,-0.92,8.94,-4.63,-0.1,-0.01,0.02,N
158,29,69,68,55,-0.93,8.95,-4.63,-0.11,0,0.01,N
158,29,69,68,55,-0.82,8.96,-4.54,-0.11,-0.02,0.01,N
158,29,69,68,54,-1.03,8.89,-4.78,-0.1,0.02,0.01,N
158,29,69,68,54,-0.8,9,-4.55,-0.11,0,0,N
158,29,69,69,55,-0.82,9.05,-4.44,-0.07,-0.03,0,N
158,29,70,68,54,-1.11,8.97,-4.72,-0.05,-0.03,0.03,N
158,29,70,68,54,-0.93,8.85,-4.77,-0.07,-0.01,0.02,N
158,29,69,68,54,-0.91,8.88,-4.87,-0.1,-0.02,0.02,N
158,29,70,68,54,-0.84,8.91,-4.74,-0.1,-0.01,0.02,N
158,29,70,68,54,-0.92,8.89,-4.74,-0.1,0,0.01,N
158,29,70,68,55,-0.8,8.99,-4.6,-0.1,-0.01,0.02,N
158,29,70,68,55,-0.83,9.01,-4.56,-0.08,-0.03,0.02,N
158,29,70,68,54,-0.85,8.98,-4.68,-0.05,-0.03,0.03,N
158,29,70,68,54,-0.96,8.84,-4.85,-0.06,-0.02,0.03,N
158,29,70,68,54,-0.97,8.81,-4.88,-0.08,0,0.01,N
158,29,70,68,55,-0.87,8.89,-4.84,-0.1,-0.01,0.02,N
158,29,70,68,54,-0.86,8.95,-4.71,-0.11,-0.02,0.01,N
158,29,70,68,54,-0.9,8.9,-4.72,-0.09,0,0.02,N
158,29,70,68,55,-0.9,8.9,-4.85,-0.09,-0.02,0,N
158,29,69,68,54,-0.91,8.86,-4.82,-0.13,-0.01,0.02,N
158,29,70,68,54,-0.88,8.91,-4.78,-0.13,0,0.01,N
158,29,70,68,54,-0.98,8.85,-4.82,-0.13,0.02,-0.01,N
158,29,70,68,54,-0.89,8.94,-4.67,-0.13,0,0.01,N
158,29,70,68,55,-0.95,8.91,-4.77,-0.11,0,0.02,N
158,29,70,68,55,-0.95,8.98,-4.54,-0.08,-0.01,0,N
158,30,69,68,54,-0.81,8.84,-4.91,-0.07,-0.03,0.03,N
158,29,69,68,54,-0.91,8.77,-4.98,-0.11,0,0.02,N
158,29,70,68,54,-0.9,8.87,-4.84,-0.13,0,0.02,N
158,29,69,68,54,-0.99,8.93,-4.64,-0.12,0.01,0.02,N
158,29,70,68,54,-0.88,8.98,-4.65,-0.12,-0.02,0.03,N
158,29,69,68,54,-0.68,9.04,-4.53,-0.06,0,0.01,N
158,29,70,69,54,-1.29,8.82,-4.88,-0.04,-0.01,-0.02,N
158,29,70,68,54,-1.2,8.65,-5.06,-0.09,0.03,0.06,N
159,29,69,68,54,-0.4,8.96,-4.89,-0.12,0.01,0.07,N
158,29,70,68,54,-0.74,8.96,-4.74,-0.1,-0.02,0,N
158,29,70,68,54,-0.82,8.92,-4.7,-0.12,-0.06,0.01,N
158,29,70,68,54,-0.99,8.85,-4.96,-0.09,-0.02,0.01,N
158,29,70,68,54,-0.96,8.74,-4.98,-0.11,-0.02,0.01,N
158,29,69,68,54,-0.81,8.89,-4.75,-0.16,-0.03,0.01,N
158,29,70,68,54,-0.73,9.05,-4.41,-0.15,-0.06,-0.01,N
158,29,69,68,55,-0.92,8.96,-4.7,-0.06,0.01,-0.04,N
158,29,69,68,54,-0.86,8.73,-5,-0.09,-0.02,0.01,N
158,29,70,68,54,-0.91,8.72,-5.1,-0.19,-0.04,0.01,N
158,29,69,68,54,-1.14,9,-4.53,-0.19,-0.02,0.01,N
158,29,70,68,54,-1.06,9.12,-4.28,-0.12,0.01,0.02,N
158,29,70,68,54,-0.99,8.9,-4.76,-0.07,0.02,0,N
158,29,70,68,54,-0.93,8.71,-5.02,-0.11,-0.01,0.03,N
158,29,70,68,54,-0.91,8.89,-4.71,-0.17,-0.02,0.02,N
158,29,69,68,54,-0.88,9.06,-4.46,-0.15,0.01,0.01,N
158,29,70,68,54,-0.83,9.05,-4.6,-0.1,0.02,0,N
158,29,69,68,54,-1.03,8.86,-4.67,-0.1,0.02,-0.01,N
158,29,70,68,54,-0.94,8.9,-4.77,-0.1,-0.01,0.02,N
158,29,70,68,54,-0.91,9.1,-4.5,-0.1,-0.04,0.04,N
159,29,70,68,54,-1.06,8.95,-4.55,-0.04,0.01,0.02,N
158,29,70,68,54,-0.78,8.83,-4.96,-0.04,-0.02,0.03,N
159,29,69,68,54,-1.04,8.73,-5.05,-0.08,-0.02,0.02,N
158,29,69,68,54,-1.17,8.75,-4.82,-0.12,0.01,0,N
158,29,70,68,55,-0.95,8.96,-4.6,-0.13,0.02,0.02,N
158,29,70,68,54,-0.9,9,-4.64,-0.1,0.02,0.03,N
159,29,69,68,54,-0.9,8.81,-4.88,-0.09,0.01,0.02,N
158,29,69,68,54,-0.85,8.74,-5.06,-0.13,0,0.03,N
158,29,69,68,54,-0.85,8.95,-4.73,-0.19,-0.04,0.02,N
158,29,70,68,54,-0.7,9.05,-4.54,-0.12,0.04,0.01,N
159,29,69,68,54,-0.69,8.98,-4.6,-0.11,0,0,N
158,30,70,68,55,-1.01,8.89,-4.84,-0.09,0,-0.01,N
159,29,70,68,54,-1.03,8.97,-4.51,-0.11,-0.05,0.01,N
159,29,70,68,54,-0.88,8.94,-4.72,-0.07,-0.01,0,N
159,29,70,68,54,-0.84,8.83,-4.78,-0.09,-0.06,0.01,N
158,29,70,69,54,-0.99,8.8,-5.03,-0.11,0,-0.02,N
159,29,69,68,54,-1.09,8.94,-4.5,-0.13,-0.01,-0.03,N
159,29,70,68,54,-1.28,9,-4.51,-0.09,0.01,0,N
159,29,70,68,54,-0.81,8.8,-4.89,-0.09,0.02,0.05,N
158,29,70,68,55,-0.6,8.96,-4.87,-0.12,-0.01,0.05,N
158,29,70,68,54,-1.04,8.86,-4.85,-0.11,0.01,0,N
159,29,70,68,55,-1.13,8.83,-4.68,-0.14,0.01,0.03,N
159,30,70,68,54,-0.91,8.9,-4.72,-0.13,0.02,0.05,N
159,29,70,68,54,-0.8,8.98,-4.63,-0.12,0.02,0.03,N
159,29,70,68,55,-0.8,8.97,-4.51,-0.11,-0.02,0.04,N
159,29,70,68,55,-0.97,8.81,-4.89,-0.11,-0.01,0.02,N
159,29,70,68,54,-0.75,8.85,-4.85,-0.15,0.01,0.03,N
159,29,70,68,54,-0.59,9.06,-4.53,-0.12,0.02,0.03,N
159,29,70,68,55,-0.59,9.14,-4.29,-0.09,-0.01,-0.01,N
158,29,69,68,54,-1.04,8.82,-4.95,-0.06,-0.01,-0.02,N
159,29,70,68,54,-1.01,8.71,-4.85,-0.1,0.02,0.01,N
159,29,70,68,54,-0.65,8.96,-4.72,-0.14,0.01,0.01,N
159,29,70,68,54,-1.12,8.9,-4.66,-0.14,0.06,-0.03,N
159,29,69,68,55,-0.67,9.06,-4.55,-0.12,0.05,0,N
159,29,70,68,54,-0.76,8.94,-4.76,-0.09,0.02,-0.03,N
159,29,70,68,55,-1.25,8.8,-4.84,-0.15,-0.01,0,N
159,29,70,68,55,-1.01,9.16,-4.35,-0.14,0,0.02,N
159,29,70,68,55,-0.79,8.94,-4.68,-0.06,0.02,0.03,N
159,29,70,68,55,-0.69,8.85,-4.83,-0.08,0,0.02,N
159,29,70,68,55,-0.87,9.03,-4.56,-0.12,-0.05,0.01,N
159,29,70,68,55,-1.08,8.88,-4.74,-0.06,0.03,-0.01,N
159,29,70,68,54,-0.89,8.87,-4.98,-0.09,0.04,0.01,N
159,29,70,68,54,-0.85,8.97,-4.65,-0.12,0.01,0.02,N
159,29,70,68,54,-1.02,9.07,-4.42,-0.11,0.02,0,N
159,29,70,68,55,-0.94,9.03,-4.61,-0.05,0.01,0.04,N
159,29,70,68,54,-0.66,8.84,-4.84,-0.03,0,0.04,N
159,29,69,68,54,-0.8,8.81,-5.02,-0.08,0,0.03,N
159,29,70,68,55,-0.79,8.9,-4.83,-0.11,0.01,0.02,N
159,29,70,68,54,-0.76,8.97,-4.67,-0.1,-0.01,0.02,N
158,29,70,68,54,-0.77,8.84,-4.86,-0.09,0.01,0.01,N
159,29,70,68,55,-0.76,8.83,-4.9,-0.11,-0.01,0.01,N
159,29,70,68,54,-0.9,8.84,-4.97,-0.12,0.05,-0.01,N
159,29,70,68,55,-0.96,8.96,-4.58,-0.12,0.02,-0.02,N
159,29,70,68,54,-0.89,9.04,-4.42,-0.1,-0.01,0,N
159,29,69,68,54,-0.66,9,-4.72,-0.03,-0.02,0.01,N
159,29,70,68,54,-1.08,8.69,-5.15,-0.02,-0.04,0.01,N
159,29,70,68,55,-0.82,8.8,-4.84,-0.08,-0.07,0.05,N
159,29,70,68,55,-1,8.82,-4.98,-0.13,0,0.04,N
159,29,70,68,54,-0.64,8.91,-4.76,-0.12,0.02,0.01,N
159,29,70,68,55,-0.84,8.81,-5.01,-0.14,-0.01,0.02,N
159,29,70,68,55,-0.83,8.87,-4.86,-0.15,0.02,0.01,N
159,29,70,68,55,-0.76,8.91,-4.76,-0.14,0,0.01,N
159,29,70,68,54,-0.95,8.89,-4.78,-0.15,-0.02,0.03,N
159,29,70,68,55,-0.86,9.05,-4.51,-0.11,-0.03,0.05,N
159,29,70,68,54,-0.94,8.94,-4.65,-0.1,-0.06,0.04,N
159,29,70,68,54,-0.82,8.8,-4.97,-0.08,0,0.01,N
159,30,70,68,55,-0.57,8.93,-4.84,-0.11,-0.01,0.03,N
159,29,70,68,54,-0.73,8.94,-4.64,-0.12,-0.03,0.03,N
159,29,70,68,54,-0.77,8.89,-4.79,-0.12,0,0.01,N
159,29,70,68,54,-0.86,8.88,-4.79,-0.13,-0.01,0.01,N
159,29,70,68,54,-0.91,8.94,-4.67,-0.11,0,0.01,N
159,29,70,68,54,-0.91,8.92,-4.65,-0.11,0.01,0.01,N
159,29,70,68,55,-0.76,9.04,-4.47,-0.1,0,0.02,N
159,30,70,68,54,-0.75,8.91,-4.75,-0.07,0.01,0.01,N
159,30,70,68,54,-0.79,8.89,-4.82,-0.07,0.01,0.01,N
159,30,70,68,55,-0.67,8.93,-4.56,-0.09,-0.03,0.02,N
159,30,70,68,54,-0.84,8.97,-4.65,-0.07,-0.02,0,N
159,30,69,68,54,-0.96,8.82,-4.89,-0.04,0,0,N
159,30,70,68,55,-0.92,8.73,-5.11,-0.09,0.03,0,N
159,30,69,68,55,-0.88,8.91,-4.78,-0.12,0.01,0,N
159,30,69,68,54,-0.8,8.94,-4.75,-0.09,0.02,0,N
159,30,70,68,54,-0.82,8.88,-4.89,-0.08,0,0.01,N
159,30,70,68,55,-0.79,8.78,-4.98,-0.1,-0.01,0.02,N
159,30,70,68,55,-0.81,8.81,-4.89,-0.12,-0.02,0.02,N
159,30,69,68,54,-0.83,8.92,-4.75,-0.12,-0.02,0.02,N
159,30,70,68,54,-0.85,8.84,-4.96,-0.09,0,0,N
159,30,69,68,55,-0.75,8.84,-4.76,-0.12,-0.01,0.01,N
159,30,70,68,55,-0.83,8.9,-4.87,-0.1,-0.01,0.02,N
159,30,70,68,54,-0.9,8.79,-5.01,-0.12,0.01,0.01,N
159,30,70,68,55,-0.85,8.89,-4.77,-0.15,0,0.02,N
159,30,70,68,54,-0.66,8.88,-4.72,-0.13,0.01,0.03,N
159,29,69,68,55,-0.96,8.88,-4.73,-0.11,0.01,0.03,N
159,30,70,67,55,-0.75,9.02,-4.67,-0.11,-0.01,0.04,N
159,30,69,68,55,-0.69,8.91,-4.95,-0.1,-0.01,0.04,N
159,30,70,68,55,-0.72,8.87,-4.85,-0.11,-0.01,0.04,N
159,30,70,68,54,-0.7,8.9,-4.71,-0.1,-0.01,0.02,N
159,30,70,68,54,-0.75,8.95,-4.56,-0.1,-0.01,0.03,N
159,30,69,68,55,-0.69,8.91,-4.8,-0.06,0,0.01,N
159,30,70,68,55,-0.66,8.93,-4.71,-0.06,-0.02,0.01,N
159,30,70,68,54,-0.7,8.83,-4.94,-0.08,-0.04,0.03,N
160,29,69,68,55,-0.84,8.84,-4.85,-0.1,-0.03,0.02,N
159,30,70,68,54,-0.8,8.88,-4.85,-0.07,-0.02,0.02,N
159,30,70,68,54,-0.7,8.87,-4.85,-0.09,-0.03,0.02,N
159,30,70,68,55,-0.77,8.85,-5.05,-0.08,0,0,N
159,29,70,68,54,-0.64,9,-4.69,-0.1,-0.08,0.04,N
159,30,70,68,55,-1.02,8.73,-5.16,-0.08,0.01,0.01,N
159,29,70,68,55,-0.74,8.69,-5.09,-0.13,0.01,0,N
160,30,70,68,55,-0.69,8.92,-4.66,-0.13,-0.01,0.03,N
159,30,70,68,55,-0.68,8.95,-4.75,-0.1,-0.03,0.03,N
159,30,70,68,54,-0.69,8.85,-4.89,-0.08,-0.06,0.01,N
159,30,70,68,55,-0.73,8.82,-4.95,-0.1,-0.08,0.02,N
160,30,70,68,55,-0.86,8.96,-4.75,-0.09,-0.06,0.01,N
160,29,70,68,54,-0.88,8.86,-4.87,-0.07,-0.03,0.02,N
160,30,70,68,54,-0.79,8.81,-5.03,-0.08,-0.01,0.01,N
160,30,70,68,54,-0.72,8.82,-4.98,-0.1,-0.01,0.01,N
160,30,70,68,55,-0.8,8.87,-4.87,-0.11,0.01,-0.01,N
160,30,70,68,55,-0.67,9.01,-4.68,-0.07,-0.01,-0.01,N
160,30,70,68,55,-1.13,8.72,-4.94,-0.04,-0.04,0.01,N
159,30,70,68,54,-1.05,8.65,-5.29,-0.02,0.06,0.04,N
160,30,70,68,55,-0.69,8.79,-4.8,-0.09,0.02,0.03,N
160,30,70,68,54,-0.65,8.74,-5.26,-0.09,0,0.03,N
159,30,70,68,55,-0.72,8.79,-4.98,-0.1,-0.01,0,N
160,30,70,68,55,-0.91,8.66,-5.18,-0.09,0,0.01,N
160,30,70,68,55,-0.72,8.8,-4.95,-0.14,-0.01,0,N
160,30,70,68,55,-0.77,8.92,-4.87,-0.12,-0.02,0.01,N
159,30,70,68,54,-0.91,8.81,-4.98,-0.07,-0.01,0.02,N
160,29,70,68,54,-0.82,8.76,-5.18,-0.09,0.01,-0.01,N
160,30,70,68,54,-0.83,8.75,-5.11,-0.13,-0.02,0.03,N
159,30,70,68,54,-0.82,8.83,-5.13,-0.14,0,0.02,N
160,30,70,68,55,-0.81,8.88,-4.88,-0.12,0,0.02,N
159,29,70,68,55,-0.79,8.76,-5.07,-0.13,-0.01,0.01,N
160,30,70,68,55,-0.78,8.81,-5.08,-0.14,-0.01,0.02,N
159,30,70,67,55,-0.87,8.75,-4.96,-0.14,-0.01,0.01,N
159,29,70,68,54,-0.87,8.83,-4.88,-0.15,-0.01,0.03,N
160,30,70,68,54,-0.77,8.93,-4.92,-0.13,0.02,0,N
160,30,70,68,55,-0.77,8.84,-4.98,-0.11,0,0.03,N
160,30,70,68,55,-0.87,8.83,-4.87,-0.11,0.01,0.01,N
160,30,70,68,55,-0.63,8.82,-4.91,-0.11,-0.01,0.02,N
160,30,70,68,54,-0.61,8.78,-5.04,-0.12,-0.04,0.03,N
160,30,70,68,55,-0.9,8.83,-4.97,-0.16,-0.03,0.01,N
160,30,70,68,54,-0.88,8.9,-4.85,-0.14,0,0.02,N
159,29,70,68,54,-0.65,8.95,-4.74,-0.12,-0.01,0.01,N
160,30,70,68,55,-0.77,8.82,-5,-0.11,-0.01,0.01,N
159,30,70,68,54,-0.83,8.79,-5.06,-0.16,-0.03,0.02,N
159,30,70,68,55,-0.77,8.89,-4.91,-0.17,0.04,0,N
160,29,70,68,54,-0.68,9.07,-4.48,-0.15,0.01,-0.01,N
160,30,70,68,55,-0.82,8.99,-4.64,-0.09,0,0,N
160,29,70,68,55,-0.77,8.73,-5.09,-0.12,-0.01,0.03,N
159,30,70,68,54,-0.78,8.88,-4.81,-0.15,0,0.01,N
160,30,70,68,55,-0.88,9.05,-4.62,-0.14,-0.01,0.03,N
160,30,70,68,55,-0.88,8.94,-4.7,-0.09,0.02,0,N
160,30,70,68,55,-0.69,8.89,-4.83,-0.1,-0.01,0.02,N
160,30,70,68,55,-0.74,8.86,-4.91,-0.11,-0.02,0.02,N
160,30,70,68,55,-0.81,8.99,-4.56,-0.13,-0.04,0.03,N
160,30,69,68,55,-0.86,8.95,-4.53,-0.09,-0.04,0.02,N
159,30,70,68,54,-0.82,8.8,-4.99,-0.09,-0.01,0.03,N
160,30,70,68,55,-0.63,8.83,-4.98,-0.15,-0.02,0.04,N
160,30,70,68,54,-0.88,8.93,-4.65,-0.14,0.03,-0.01,N
160,30,70,68,55,-0.75,9.09,-4.41,-0.12,-0.03,0.02,N
160,30,70,68,55,-0.7,8.95,-4.82,-0.07,-0.03,0.01,N
160,30,70,68,55,-0.71,8.86,-4.75,-0.09,-0.05,0.02,N
160,30,70,68,55,-0.99,8.88,-4.77,-0.1,-0.05,0.04,N
160,30,70,68,55,-0.89,8.9,-4.83,-0.1,0,0.03,N
160,30,70,68,55,-0.65,8.96,-4.71,-0.08,-0.01,0,N
160,30,70,68,55,-0.8,8.85,-4.87,-0.09,-0.03,0.01,N
160,30,70,68,55,-0.92,8.83,-4.93,-0.13,0,0.03,N
160,31,70,68,54,-0.75,8.93,-4.69,-0.13,0.01,0.02,N
160,30,70,68,55,-0.7,8.97,-4.63,-0.12,-0.01,0.01,N
160,30,70,68,55,-0.77,8.94,-4.64,-0.08,-0.01,0.01,N
160,30,70,68,55,-0.84,8.75,-4.97,-0.09,-0.01,0.01,N
160,31,70,68,54,-0.8,8.9,-4.73,-0.13,-0.01,0.01,N
160,30,70,68,55,-0.72,9,-4.54,-0.11,-0.02,0.03,N
160,30,70,68,55,-0.8,8.91,-4.72,-0.09,-0.03,0.01,N
160,29,70,68,54,-0.93,8.82,-4.88,-0.1,-0.01,0.02,N
160,30,70,68,54,-0.77,8.89,-4.76,-0.1,0.01,0.01,N
160,30,70,68,55,-0.72,8.93,-4.88,-0.12,0.02,0,N
160,29,70,69,55,-0.78,8.8,-4.9,-0.16,0.02,0.01,N
160,30,70,68,55,-0.73,8.94,-4.66,-0.16,0.01,-0.01,N
160,30,70,68,55,-0.79,8.91,-4.71,-0.16,0.01,-0.01,N
160,30,70,68,54,-0.85,9.05,-4.47,-0.17,-0.04,0.02,N
160,30,70,68,54,-0.9,8.99,-4.55,-0.12,-0.02,0.03,N
160,31,70,68,54,-0.78,8.99,-4.72,-0.11,-0.02,0.03,N
160,31,70,68,55,-0.61,9.01,-4.65,-0.11,0,0.01,N
160,31,70,68,54,-0.7,9.09,-4.44,-0.09,-0.03,0,N
160,31,70,69,55,-0.95,8.96,-4.61,-0.06,-0.03,0.01,N
160,30,70,68,54,-0.92,8.8,-5.08,-0.06,0.02,0.01,N
160,31,70,68,55,-0.74,8.85,-4.87,-0.13,0.02,0.02,N
160,30,70,68,55,-0.73,9.12,-4.47,-0.14,0,0.02,N
160,31,70,68,55,-0.9,9.01,-4.48,-0.07,0.02,-0.01,N
160,30,70,68,54,-0.67,8.82,-5.01,-0.06,0.03,-0.01,N
160,30,69,68,54,-0.69,8.94,-4.67,-0.11,-0.02,0.01,N
160,30,70,68,55,-1.01,8.91,-4.72,-0.1,0.01,-0.01,N
160,30,70,68,55,-0.84,8.99,-4.67,-0.09,0.01,0,N
160,30,70,68,55,-0.81,8.93,-4.67,-0.09,-0.01,0.02,N
160,30,70,68,55,-0.74,8.94,-4.73,-0.07,-0.01,0.02,N
160,30,70,68,54,-0.9,8.85,-4.92,-0.11,-0.04,0.03,N
160,31,70,68,55,-0.78,8.93,-4.71,-0.11,0,0.01,N
160,30,70,68,55,-0.75,8.94,-4.76,-0.1,-0.02,0.01,N
160,30,70,68,54,-0.96,8.8,-4.87,-0.11,0.01,0,N
160,30,70,68,55,-0.75,8.94,-4.57,-0.14,-0.01,0.03,N
160,29,70,68,54,-0.76,8.98,-4.66,-0.1,-0.02,0.03,N
160,30,70,68,54,-0.87,8.86,-4.85,-0.09,-0.01,0.01,N
160,30,70,68,55,-0.84,8.85,-4.86,-0.11,0.01,0.01,N
160,30,70,68,55,-0.68,8.91,-4.71,-0.13,0,0.01,N
160,31,70,68,55,-0.79,8.94,-4.74,-0.13,-0.02,0.02,N
160,31,70,68,55,-0.92,8.93,-4.64,-0.13,-0.01,0.01,N
160,31,70,68,54,-0.81,9.01,-4.53,-0.1,0,0.02,N
160,30,70,68,55,-0.75,8.94,-4.77,-0.08,-0.01,0.03,N
160,30,70,68,54,-0.78,8.94,-4.65,-0.09,-0.02,0.02,N
161,31,70,68,54,-0.79,8.86,-4.87,-0.1,0,0.01,N
160,31,70,68,55,-0.73,8.9,-4.8,-0.1,0.01,0.01,N
160,31,70,68,55,-0.84,8.91,-4.65,-0.09,0,0,N
160,31,70,68,55,-0.9,8.91,-4.74,-0.07,0.02,-0.01,N
161,31,70,68,55,-0.78,8.9,-4.81,-0.09,-0.01,0.03,N
160,30,70,68,54,-0.89,8.84,-4.95,-0.11,-0.01,0.01,N
160,31,70,68,54,-0.89,8.87,-4.84,-0.13,0,0.03,N
160,31,70,68,55,-0.56,9.04,-4.52,-0.13,-0.01,0,N
161,31,70,68,55,-0.71,8.93,-4.84,-0.08,-0.02,-0.01,N
160,31,70,68,54,-0.85,8.69,-5.12,-0.13,-0.01,0.01,N
160,30,70,68,54,-1.13,9,-4.44,-0.16,-0.02,0.01,N
161,31,70,68,54,-0.67,9.08,-4.37,-0.07,0.02,0.03,N
160,31,70,68,55,-0.67,8.93,-4.91,-0.08,-0.06,0.03,N
160,30,70,68,55,-0.98,8.75,-4.94,-0.07,0.01,0.02,N
160,31,70,68,54,-0.66,8.78,-5.12,-0.13,0.03,0.01,N
160,30,70,68,54,-0.83,8.96,-4.72,-0.16,0,0.01,N
161,31,70,68,54,-0.94,8.9,-4.68,-0.12,0.03,0,N
161,30,70,68,55,-0.84,8.92,-4.75,-0.13,0.02,0.02,N
161,30,70,68,55,-0.68,9.06,-4.47,-0.1,0.03,0.01,N
161,29,70,68,55,-0.61,9.06,-4.53,-0.06,-0.02,0.01,N
160,29,70,68,55,-0.8,8.68,-5.13,-0.07,0.02,0.01,N
160,29,70,67,55,-0.7,8.85,-4.92,-0.14,-0.01,0.01,N
160,30,70,68,54,-0.97,9.12,-4.37,-0.11,-0.01,0.01,N
161,29,70,68,55,-0.81,9.05,-4.54,-0.03,-0.01,0.01,N
160,30,70,68,55,-0.71,8.77,-4.96,-0.03,-0.02,0.03,N
161,29,70,68,54,-0.79,8.62,-5.31,-0.12,0,0.01,N
160,29,70,68,55,-0.61,8.88,-4.91,-0.16,0.06,-0.01,N
160,29,70,68,54,-0.63,9.12,-4.4,-0.14,-0.02,0,N
161,29,70,68,55,-1.02,8.99,-4.59,-0.07,-0.02,0,N
161,30,70,68,55,-0.86,8.79,-5.04,-0.07,-0.01,0.02,N
160,29,70,68,54,-0.75,8.73,-5.09,-0.13,0.01,0.01,N
161,30,70,68,55,-0.66,9.04,-4.49,-0.15,-0.04,0.01,N
161,29,70,68,55,-0.79,8.98,-4.7,-0.06,0,0.01,N
161,30,70,68,55,-0.71,8.95,-4.67,-0.05,-0.04,0.02,N
161,29,70,68,54,-1.11,8.74,-4.87,-0.02,-0.02,0.01,N
161,30,71,68,55,-0.88,8.62,-5.44,-0.14,0,0.04,N
161,29,70,68,55,-0.86,8.91,-4.57,-0.15,0.02,0.02,N
161,29,70,68,55,-0.57,8.98,-4.61,-0.1,0.03,0.04,N
161,29,70,68,55,-0.69,8.84,-4.94,-0.1,-0.03,0,N
161,29,70,68,55,-0.98,8.74,-5.11,-0.13,0.01,0.01,N
161,30,70,68,54,-0.65,8.95,-4.77,-0.16,0.04,0.01,N
161,30,70,68,55,-0.83,9.11,-4.46,-0.13,0,0.01,N
161,30,70,68,55,-0.81,8.99,-4.6,-0.06,0,0.02,N
160,30,70,68,55,-0.72,8.72,-5.03,-0.06,-0.01,0.03,N
160,30,70,68,55,-0.77,8.72,-5.07,-0.13,-0.02,0.03,N
161,30,70,68,54,-0.72,8.93,-4.84,-0.15,0,-0.01,N
161,30,70,68,54,-0.86,8.9,-4.65,-0.12,0.01,-0.02,N
160,30,70,68,55,-0.89,8.85,-4.84,-0.09,0.01,0.01,N
161,30,70,68,55,-0.85,9,-4.64,-0.13,-0.06,0.03,N
160,30,70,68,54,-0.75,8.95,-4.76,-0.09,-0.01,0.02,N
161,30,70,68,55,-0.6,8.73,-5.2,-0.09,0.01,-0.01,N
161,30,70,68,55,-0.52,8.87,-4.88,-0.13,0,-0.03,N
161,30,70,69,54,-1.01,8.92,-4.66,-0.15,-0.04,-0.03,N
161,30,70,68,55,-0.91,8.9,-4.69,-0.13,-0.01,0.01,N
161,30,70,68,54,-0.9,8.76,-5.1,-0.15,-0.02,0.01,N
161,31,70,68,55,-1.03,8.87,-4.71,-0.18,-0.02,0.02,N
161,31,70,68,54,-0.79,8.97,-4.59,-0.17,0.01,0.05,N
161,30,70,68,55,-0.52,9.08,-4.43,-0.15,-0.03,0.03,N
161,31,70,68,55,-0.83,9,-4.62,-0.09,-0.03,0.02,N
161,31,70,68,54,-0.98,8.88,-4.82,-0.1,0,0.03,N
161,31,70,68,55,-0.71,9.05,-4.68,-0.13,0.01,0.03,N
161,31,70,68,55,-0.68,8.97,-4.63,-0.09,-0.01,0,N
161,31,70,68,55,-0.71,8.81,-4.93,-0.11,-0.05,0.02,N
161,31,70,68,55,-0.99,8.89,-4.76,-0.15,-0.01,0.03,N
161,31,70,68,54,-0.81,9.1,-4.33,-0.14,-0.01,0.02,N
161,31,70,68,54,-0.84,9.08,-4.41,-0.08,-0.04,0.03,N
161,31,70,68,55,-0.68,8.84,-4.88,-0.07,-0.03,0.03,N
161,31,70,68,54,-0.8,8.83,-4.96,-0.11,-0.02,0.02,N
161,31,70,68,54,-0.93,8.89,-4.69,-0.16,0,0.02,N
161,31,70,68,54,-0.77,9.07,-4.43,-0.14,0.01,0.01,N
161,31,70,68,55,-0.71,9.04,-4.48,-0.11,-0.04,0.03,N
161,31,70,68,55,-0.9,8.84,-4.88,-0.09,0,0.01,N
161,31,70,68,54,-0.77,8.93,-4.76,-0.12,0,0.02,N
161,31,70,68,55,-0.98,8.86,-4.86,-0.15,-0.01,0.05,N
161,31,70,68,55,-0.81,8.9,-4.71,-0.19,0.02,0.03,N
161,31,70,68,55,-0.59,9.12,-4.41,-0.15,0.07,-0.02,N
161,30,70,68,54,-0.68,9.16,-4.31,-0.11,0.01,-0.02,N
161,30,70,68,54,-0.76,9.06,-4.53,-0.06,0,-0.01,N
161,31,70,68,55,-0.64,8.89,-4.74,-0.08,-0.04,0,N
161,31,70,68,54,-0.82,9.02,-4.54,-0.1,-0.04,0.03,N
161,31,70,68,55,-0.95,9,-4.46,-0.07,-0.02,0.01,N
161,31,70,68,55,-0.91,8.96,-4.57,-0.06,-0.01,0.02,N
